,county,state,cases,deaths,POP_ESTIMATE_2018,total_state_pop,Active.Physicians.per.100.000.Population..2018..AAMC.,Total.Active.Patient.Care.Physicians.per.100.000.Population..2018..AAMC.,Active.Primary.Care.Physicians.per.100.000.Population..2018..AAMC.,Active.Patient.Care.Primary.Care.Physicians.per.100.000.Population..2018..AAMC.,Active.General.Surgeons.per.100.000.Population..2018..AAMC.,Active.Patient.Care.General.Surgeons.per.100.000.Population..2018..AAMC.,Percentage.of.Active.Physicians.Who.Are.Female..2018..AAMC.,Percentage.of.Active.Physicians.Who.Are.International.Medical.Graduates..IMGs...2018..AAMC.,Percentage.of.Active.Physicians.Who.Are.Age.60.or.Older..2018..AAMC.,MD.and.DO.Student.Enrollment.per.100.000.Population..AY.2018.2019..AAMC.,Student.Enrollment.at.Public.MD.and.DO.Schools.per.100.000.Population..AY.2018.2019..AAMC.,Percentage.Change.in.Student.Enrollment.at.MD.and.DO.Schools..2008.2018..AAMC.,Percentage.of.MD.Students.Matriculating.In.State..AY.2018.2019..AAMC.,Total.Residents.Fellows.in.ACGME.Programs.per.100.000.Population.as.of.December.31..2018..AAMC.,Total.Residents.Fellows.in.Primary.Care.ACGME.Programs.per.100.000.Population.as.of.Dec..31..2018..AAMC.,Percentage.of.Residents.in.ACGME.Programs.Who.Are.IMGs.as.of.December.31..2018..AAMC.,Ratio.of.Residents.and.Fellows..GME..to.Medical.Students..UME...AY.2017.2018..AAMC.,Percent.Change.in.Residents.and.Fellows.in.ACGME.Accredited.Programs..2008.2018..AAMC.,Percentage.of.Physicians.Retained.in.State.from.Undergraduate.Medical.Education..UME...2018..AAMC.,All.Specialties..AAMC.,State.Local.Government.hospital.beds.per.1000.people..2019.,Non.profit.hospital.beds.per.1000.people..2019.,For.profit.hospital.beds.per.1000.people..2019.,Total.hospital.beds.per.1000.people..2019.,Total.nurse.practitioners..2019.,Total.physician.assistants..2019.,Total.Hospitals..2019.,Total.Primary.Care.Physicians..2019.,Surgery.specialists..2019.,Emergency.Medicine.specialists..2019.,Total.Specialist.Physicians..2019.,ICU.Beds,pop_fraction,Length.of.Life.rank,Quality.of.Life.rank,Health.Behaviors.rank,Clinical.Care.rank,Social...Economic.Factors.rank,Physical.Environment.rank,Adult.smoking.percentage,Adult.obesity.percentage,Excessive.drinking.percentage,Population.per.sq.mile,House.per.sq.mile,Share.of.Tests.with.Positive.COVID.19.Results,Number.of.Tests.with.Results.per.1.000.Population
10,Chilton,Alabama,1.6533417887799244,0.02264851765451951,44153.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.171497570267026,1.4,0.8,0.9,3.1,0.5190398847190452,0.10945460713881276,0.020663393110320928,1.1994997413539283,0.1542593902339592,0.09513344357121825,1.297497417616017,0.13589110592711706,0.004516588,19.0,16.0,33.0,52.0,30.0,31.0,20.0,38.0,15.0,63.0,27.8,0.07785299999999999,27.8
11,Choctaw,Alabama,5.607039950159645,0.1557511097266568,12841.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.1714975702826886,1.4,0.8,0.9,3.1,0.5190398846663032,0.1094546071178257,0.020663393115800947,1.1994997414531579,0.1542593902344054,0.09513344357916052,1.2974974176466008,0.0,0.0013135579999999998,57.0,43.0,44.0,23.0,52.0,23.0,19.0,41.0,12.0,15.2,8.0,0.07785299999999999,27.8
12,Clarke,Alabama,2.717391304347826,0.04180602006688963,23920.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.1714975702341137,1.4,0.8,0.9,3.1,0.5190398846153845,0.10945460714882943,0.020663393102006686,1.1994997412207358,0.1542593902173913,0.09513344356187291,1.2974974176421405,0.0,0.002446873,39.0,51.0,43.0,43.0,59.0,11.0,21.0,34.0,12.0,20.9,10.2,0.07785299999999999,27.8
13,Clay,Alabama,2.0338983050847457,0.07532956685499058,13275.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.171497569868173,1.4,0.8,0.9,3.1,0.5190398846704332,0.10945460715630885,0.020663393145009413,1.1994997416195856,0.15425939020715632,0.0951334436158192,1.2974974177024483,0.3013182674199623,0.0013579529999999999,26.0,34.0,41.0,48.0,40.0,62.0,20.0,41.0,13.0,23.1,11.2,0.07785299999999999,27.8
14,Cleburne,Alabama,0.867418429305398,0.06672449456195369,14987.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.171497569893908,1.4,0.8,0.9,3.1,0.5190398846333489,0.10945460712617601,0.02066339314072196,1.1994997411089612,0.1542593902048442,0.09513344358443986,1.2974974177620606,0.0,0.0015330810000000002,35.0,9.0,19.0,63.0,21.0,8.0,18.0,37.0,14.0,26.7,12.0,0.07785299999999999,27.8
15,Coffee,Alabama,3.04378816775511,0.01926448207439943,51909.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.1714975707488104,1.4,0.8,0.9,3.1,0.5190398846057523,0.10945460712015259,0.020663393130285698,1.1994997412780057,0.15425939024061336,0.09513344358396424,1.297497417596178,0.134851374520796,0.005309981,6.0,3.0,10.0,17.0,5.0,10.0,17.0,34.0,15.0,73.6,32.9,0.07785299999999999,27.8
16,Colbert,Alabama,1.3513019977356562,0.036521675614477195,54762.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.171497569482488,1.4,0.8,0.9,3.1,0.5190398845915051,0.10945460713633542,0.020663393119316312,1.1994997412439283,0.15425939023410395,0.09513344357401116,1.297497417552317,0.4017384317592491,0.005601825,30.0,17.0,14.0,9.0,17.0,35.0,19.0,31.0,15.0,91.8,43.5,0.07785299999999999,27.8
17,Conecuh,Alabama,1.303249979636719,0.0,12277.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.1714975702533192,1.4,0.8,0.9,3.1,0.5190398846623768,0.10945460715158424,0.02066339309277511,1.1994997409790664,0.1542593902419158,0.09513344359371183,1.297497417935978,0.0,0.001255864,32.0,62.0,56.0,61.0,57.0,25.0,21.0,43.0,12.0,15.6,8.3,0.07785299999999999,27.8
18,Coosa,Alabama,3.079794680354643,0.09332711152589827,10715.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.171497569762016,1.4,0.8,0.9,3.1,0.5190398846476901,0.10945460709286048,0.020663393093793746,1.199499741483901,0.15425939020065327,0.09513344358376107,1.297497417638824,0.0,0.00109608,60.0,53.0,48.0,39.0,50.0,61.0,20.0,40.0,13.0,17.7,10.0,0.07785299999999999,27.8
19,Covington,Alabama,1.5140864110744605,0.027037257340615368,36986.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.1714975701616828,1.4,0.8,0.9,3.1,0.5190398845509112,0.10945460712161356,0.020663393121721732,1.1994997412534472,0.15425939022873522,0.09513344357324392,1.2974974176715515,0.3514843454279998,0.003783447,43.0,32.0,24.0,51.0,26.0,7.0,19.0,32.0,14.0,36.6,18.3,0.07785299999999999,27.8
20,Crenshaw,Alabama,3.4722222222222223,0.07233796296296297,13824.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.171497570167824,1.4,0.8,0.9,3.1,0.5190398846209491,0.10945460713252315,0.0206633931568287,1.1994997410300927,0.1542593902633102,0.0951334435763889,1.2974974175347223,0.0,0.0014141129999999998,18.0,29.0,45.0,59.0,44.0,1.0,19.0,38.0,15.0,22.8,11.1,0.07785299999999999,27.8
21,Cullman,Alabama,0.8029529493540424,0.0,83442.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.171497570767719,1.4,0.8,0.9,3.1,0.5190398845904941,0.1094546071283047,0.020663393123367128,1.1994997411375565,0.15425939023513338,0.09513344357757483,1.2974974173677523,0.1438124685410225,0.008535618,22.0,15.0,22.0,21.0,10.0,43.0,18.0,37.0,15.0,109.4,50.4,0.07785299999999999,27.8
22,Dale,Alabama,1.0826047879728735,0.0,48956.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.1714975692458536,1.4,0.8,0.9,3.1,0.5190398845902443,0.109454607137021,0.020663393128523572,1.1994997414004411,0.1542593902279598,0.09513344358199198,1.297497417681183,0.12255903260070267,0.0050079059999999995,28.0,21.0,42.0,12.0,24.0,14.0,20.0,37.0,15.0,89.6,40.4,0.07785299999999999,27.8
23,Dallas,Alabama,3.3672670321064997,0.07830853563038372,38310.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.171497570086139,1.4,0.8,0.9,3.1,0.5190398846254242,0.10945460712607674,0.020663393108848866,1.199499741320804,0.1542593902375359,0.0951334435917515,1.2974974176455234,0.46985121378230227,0.003918884,65.0,65.0,65.0,24.0,63.0,54.0,24.0,43.0,11.0,44.8,20.6,0.07785299999999999,27.8
24,DeKalb,Alabama,2.5075295930517614,0.028017090425159347,71385.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.171497569517406,1.4,0.8,0.9,3.1,0.519039884709673,0.10945460713034952,0.020663393121804298,1.19949974126217,0.15425939020802687,0.09513344358058416,1.2974974175246903,0.16810254255095608,0.007302259,31.0,37.0,23.0,65.0,31.0,17.0,21.0,29.0,12.0,91.5,40.0,0.07785299999999999,27.8
25,Elmore,Alabama,1.917276246534859,0.06105975307435857,81887.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.1714975698218275,1.4,0.8,0.9,3.1,0.5190398845970667,0.10945460712933676,0.020663393127114193,1.1994997413508859,0.1542593902573058,0.09513344357468217,1.297497417172445,0.06105975307435857,0.008376551,8.0,4.0,12.0,15.0,12.0,52.0,17.0,34.0,16.0,128.2,52.8,0.07785299999999999,27.8
26,Escambia,Alabama,1.0340698813540874,0.08163709589637531,36748.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.1714975702079022,1.4,0.8,0.9,3.1,0.5190398846195712,0.10945460713508218,0.020663393109829106,1.199499741210406,0.1542593902253184,0.09513344358876673,1.2974974175465332,0.38097311418308477,0.003759101,54.0,44.0,55.0,62.0,53.0,21.0,22.0,39.0,13.0,40.5,17.4,0.07785299999999999,27.8
27,Etowah,Alabama,1.9219324689515225,0.0975600238046458,102501.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.1714975697798073,1.4,0.8,0.9,3.1,0.5190398846840519,0.10945460717456416,0.020663393118115925,1.199499741465937,0.15425939024985122,0.09513344357616024,1.2974974175861698,0.5463361333060165,0.01048524,47.0,20.0,34.0,46.0,27.0,18.0,20.0,36.0,14.0,195.2,88.7,0.07785299999999999,27.8
28,Fayette,Alabama,0.547678451895576,0.0,16433.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.1714975701332686,1.4,0.8,0.9,3.1,0.5190398846224061,0.10945460713199051,0.020663393111422138,1.1994997413740645,0.15425939025132354,0.0951334435586929,1.2974974173918334,0.730237935860768,0.001680998,14.0,35.0,29.0,11.0,46.0,59.0,18.0,41.0,14.0,27.5,13.4,0.07785299999999999,27.8
29,Franklin,Alabama,8.608870324905142,0.09565411472116826,31363.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.171497570066639,1.4,0.8,0.9,3.1,0.5190398845773683,0.10945460711666614,0.020663393106526796,1.1994997414150435,0.15425939023690338,0.09513344358001467,1.2974974176577496,0.2231929343493926,0.003208248,21.0,46.0,20.0,66.0,32.0,4.0,19.0,34.0,13.0,50.0,22.1,0.07785299999999999,27.8
30,Geneva,Alabama,0.6460439309873072,0.0,26314.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.171497570114768,1.4,0.8,0.9,3.1,0.5190398844721441,0.1094546071292848,0.0206633931367333,1.1994997412024018,0.1542593902485369,0.09513344356616252,1.2974974177244052,0.2280155050543437,0.002691765,40.0,27.0,49.0,54.0,42.0,3.0,20.0,39.0,14.0,46.6,22.1,0.07785299999999999,27.8
31,Greene,Alabama,8.988218146483664,0.4858496295396575,8233.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.1714975707518525,1.4,0.8,0.9,3.1,0.5190398846107129,0.1094546070691121,0.020663393173812702,1.1994997412850723,0.15425939025871493,0.09513344358071175,1.297497417709219,0.0,0.000842187,44.0,66.0,59.0,55.0,64.0,20.0,25.0,36.0,10.0,14.0,7.7,0.07785299999999999,27.8
32,Hale,Alabama,5.025125628140704,0.13581420616596496,14726.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.1714975702838517,1.4,0.8,0.9,3.1,0.5190398846258318,0.10945460715740866,0.020663393114219747,1.199499741273937,0.1542593902621214,0.09513344356919734,1.2974974174928697,0.0,0.0015063820000000001,55.0,57.0,51.0,53.0,54.0,56.0,22.0,40.0,11.0,24.5,11.9,0.07785299999999999,27.8
33,Henry,Alabama,1.9176012551571853,0.05810912894415713,17209.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.1714975704573187,1.4,0.8,0.9,3.1,0.519039884653379,0.10945460712417922,0.020663393108257308,1.1994997414143762,0.15425939026090998,0.09513344360509036,1.2974974176303098,0.0,0.001760378,11.0,19.0,18.0,22.0,14.0,16.0,18.0,36.0,14.0,30.8,15.8,0.07785299999999999,27.8
34,Houston,Alabama,1.0981455663566395,0.03819636752544833,104722.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.171497569756116,1.4,0.8,0.9,3.1,0.51903988464697,0.10945460715036,0.020663393117014577,1.19949974121961,0.15425939019499244,0.09513344357441605,1.2974974179255554,0.6302400641698974,0.010712435,13.0,26.0,27.0,5.0,19.0,24.0,19.0,38.0,14.0,175.1,78.2,0.07785299999999999,27.8
35,Jackson,Alabama,1.1597340343281275,0.03865780114427091,51736.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.171497570357198,1.4,0.8,0.9,3.1,0.5190398846064637,0.10945460712076696,0.020663393130508734,1.1994997413793103,0.15425939023117363,0.09513344357893923,1.297497417658884,0.19328900572135457,0.005292284,36.0,33.0,28.0,30.0,38.0,15.0,20.0,39.0,13.0,49.4,23.0,0.07785299999999999,27.8
36,Jefferson,Alabama,1.8185954800546034,0.09707265281359018,659300.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.1714975701501595,1.4,0.8,0.9,3.1,0.5190398845745487,0.10945460712877293,0.02066339311390869,1.1994997412407098,0.15425939026239952,0.09513344357652055,1.297497417564083,0.7143940543000151,0.067442451,34.0,23.0,11.0,1.0,23.0,65.0,18.0,35.0,15.0,592.5,270.5,0.07785299999999999,27.8
37,Lamar,Alabama,1.0112684195319273,0.0,13844.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.171497570066455,1.4,0.8,0.9,3.1,0.5190398846431666,0.10945460712221901,0.020663393094481362,1.1994997414042183,0.15425939020514304,0.09513344358566889,1.2974974176538574,0.0,0.0014161579999999998,48.0,38.0,30.0,31.0,15.0,9.0,20.0,36.0,13.0,24.1,12.2,0.07785299999999999,27.8
38,Lauderdale,Alabama,1.1040514358080682,0.02164806736878565,92387.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.171497570004438,1.4,0.8,0.9,3.1,0.519039884615801,0.10945460714169743,0.020663393118079385,1.1994997413055948,0.15425939028218255,0.09513344357972443,1.2974974173855631,0.5195536168508557,0.009450638,10.0,18.0,2.0,8.0,6.0,30.0,17.0,33.0,14.0,138.8,65.6,0.07785299999999999,27.8
39,Lawrence,Alabama,0.7889067572898019,0.0,32957.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.1714975701671873,1.4,0.8,0.9,3.1,0.5190398846982431,0.10945460712443486,0.020663393118305673,1.1994997411778985,0.1542593902357617,0.09513344357799558,1.2974974175440726,0.18205540552841581,0.0033713040000000003,46.0,25.0,26.0,60.0,39.0,36.0,20.0,33.0,14.0,49.7,22.0,0.07785299999999999,27.8
40,Lee,Alabama,2.659493354316492,0.18299266199425404,163941.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.171497570467424,1.4,0.8,0.9,3.1,0.5190398846536254,0.10945460714525349,0.02066339312313576,1.1994997413703712,0.15425939020745266,0.09513344355591341,1.2974974173635636,0.1707931511946371,0.016770185,2.0,6.0,3.0,10.0,8.0,67.0,18.0,30.0,16.0,230.8,102.7,0.07785299999999999,27.8
41,Limestone,Alabama,0.6238692370079232,0.0,96174.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.171497570029322,1.4,0.8,0.9,3.1,0.5190398846881693,0.10945460717033709,0.02066339312080188,1.1994997410942667,0.15425939027179905,0.09513344358142534,1.2974974171813587,0.10397820616798718,0.009838026,4.0,12.0,6.0,16.0,4.0,50.0,18.0,34.0,15.0,147.8,62.5,0.07785299999999999,27.8
42,Lowndes,Alabama,11.128935231602165,0.8020854220974534,9974.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.1714975706837776,1.4,0.8,0.9,3.1,0.5190398845999599,0.10945460717866454,0.020663393122117506,1.1994997413274513,0.15425939021455787,0.09513344355323841,1.2974974172849407,0.0,0.001020281,67.0,61.0,64.0,37.0,65.0,60.0,23.0,47.0,10.0,15.8,7.2,0.07785299999999999,27.8
43,Macon,Alabama,2.874342426378871,0.10846575193882532,18439.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.171497570367157,1.4,0.8,0.9,3.1,0.5190398846466728,0.10945460713704648,0.020663393134117903,1.1994997413091815,0.15425939025977548,0.09513344357069255,1.2974974174304463,0.0,0.0018862000000000002,59.0,59.0,62.0,38.0,61.0,66.0,21.0,50.0,11.0,35.2,16.8,0.07785299999999999,27.8
44,Madison,Alabama,0.7066482228752125,0.010913486067570848,366519.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.171497570112327,1.4,0.8,0.9,3.1,0.5190398846990196,0.10945460712814342,0.02066339312013838,1.19949974135038,0.15425939023624968,0.09513344358682634,1.2974974175963592,0.27283715168927125,0.037492704,7.0,8.0,4.0,3.0,2.0,39.0,17.0,33.0,16.0,417.7,182.7,0.07785299999999999,27.8
45,Marengo,Alabama,4.772894157138362,0.26224693171089897,19066.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.171497570019931,1.4,0.8,0.9,3.1,0.5190398846637994,0.10945460715409631,0.020663393108150636,1.1994997414245254,0.15425939022343438,0.0951334435644603,1.2974974173922167,0.26224693171089897,0.0019503379999999998,53.0,54.0,50.0,19.0,51.0,48.0,21.0,42.0,12.0,21.5,10.5,0.07785299999999999,27.8
46,Marion,Alabama,3.359876356550079,0.3023888720895071,29763.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.1714975701374186,1.4,0.8,0.9,3.1,0.519039884756241,0.10945460712965763,0.020663393105533716,1.1994997412895203,0.1542593902496388,0.0951334435708766,1.2974974175990324,0.13439505426200316,0.003044577,37.0,30.0,21.0,57.0,25.0,44.0,19.0,37.0,14.0,41.5,19.9,0.07785299999999999,27.8
47,Marshall,Alabama,6.097243754487093,0.09364367541021132,96109.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.1714975704668658,1.4,0.8,0.9,3.1,0.5190398846101821,0.10945460716478166,0.020663393126554224,1.1994997409191648,0.15425939027562455,0.09513344357968555,1.2974974175155294,0.20809705646713628,0.009831376,20.0,24.0,40.0,50.0,20.0,42.0,21.0,34.0,14.0,164.4,71.3,0.07785299999999999,27.8
48,Mobile,Alabama,3.7340757981133854,0.23202024376626862,413757.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.1714975703130097,1.4,0.8,0.9,3.1,0.519039884763279,0.1094546071244716,0.020663393122049897,1.199499741394103,0.15425939022179685,0.0951334435671179,1.2974974175663492,0.37944977365941845,0.042324869,27.0,39.0,35.0,25.0,48.0,64.0,19.0,36.0,15.0,335.9,144.9,0.07785299999999999,27.8
49,Monroe,Alabama,0.8544168604927137,0.09493520672141263,21067.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.171497570133384,1.4,0.8,0.9,3.1,0.5190398846537239,0.10945460711064699,0.02066339312669103,1.1994997413015616,0.15425939023116722,0.09513344358475341,1.2974974177623773,0.37974082688565053,0.002155028,58.0,58.0,60.0,42.0,58.0,26.0,23.0,42.0,11.0,22.5,11.0,0.07785299999999999,27.8
50,Montgomery,Alabama,3.122743762263967,0.08415905174895798,225763.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.171497570018116,1.4,0.8,0.9,3.1,0.5190398847463933,0.10945460713225816,0.020663393120218993,1.1994997413216517,0.15425939024552296,0.09513344356692638,1.2974974176459384,0.38978929231096326,0.023094206000000003,16.0,45.0,47.0,7.0,41.0,51.0,20.0,38.0,14.0,292.5,129.6,0.07785299999999999,27.8
51,Morgan,Alabama,0.8313110362837878,0.008397081174583714,119089.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.1714975698847083,1.4,0.8,0.9,3.1,0.5190398846241047,0.10945460714255725,0.02066339311775227,1.1994997413698998,0.1542593902039651,0.0951334435590189,1.2974974178975387,0.2855007599358463,0.012182093,12.0,7.0,8.0,14.0,9.0,57.0,19.0,32.0,14.0,206.3,88.4,0.07785299999999999,27.8
52,Perry,Alabama,2.078774617067834,0.0,9140.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.1714975700218817,1.4,0.8,0.9,3.1,0.5190398846827134,0.10945460711159737,0.02066339310722101,1.199499741794311,0.15425939026258204,0.09513344354485778,1.2974974179431074,0.0,0.000934967,63.0,67.0,67.0,49.0,56.0,29.0,26.0,43.0,10.0,14.7,6.6,0.07785299999999999,27.8
53,Pickens,Alabama,3.5108837395927375,0.10031096398836392,19938.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.1714975699668972,1.4,0.8,0.9,3.1,0.5190398846423914,0.10945460713210954,0.020663393118667873,1.1994997411977129,0.1542593902096499,0.09513344357508276,1.2974974174942322,0.20062192797672784,0.002039538,15.0,52.0,31.0,32.0,28.0,6.0,21.0,35.0,12.0,22.4,10.8,0.07785299999999999,27.8
54,Pike,Alabama,3.0595716599676046,0.0,33338.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.1714975703401524,1.4,0.8,0.9,3.1,0.5190398845161678,0.10945460711500389,0.020663393124962504,1.1994997414361988,0.15425939024536564,0.09513344357789909,1.2974974176615275,0.26996220529125925,0.003410278,24.0,42.0,46.0,29.0,47.0,12.0,21.0,36.0,15.0,48.9,22.7,0.07785299999999999,27.8
55,Randolph,Alabama,5.148514851485149,0.30803080308030806,22725.0,9775742.0,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.171497570077008,1.4,0.8,0.9,3.1,0.5190398847084708,0.10945460712871286,0.02066339313531353,1.1994997412541255,0.15425939023102309,0.09513344356435642,1.2974974173817382,0.0,0.002324632,25.0,22.0,36.0,47.0,35.0,33.0,19.0,37.0,14.0,39.5,20.6,0.07785299999999999,27.8
